"","denovo592 184_denovo4","denovo364 113_denovo5","denovo613 103_denovo1","denovo45 126_denovo3","denovo712 101_denovo24","denovo79 101_denovo26","denovo134 103_denovo3","denovo559 171_denovo16","denovo645 127_denovo14","denovo747 127_denovo0","denovo274 185_denovo17","denovo145 101_denovo1","denovo721 101_denovo21","denovo284 101_denovo13","denovo43 126_denovo5","denovo513 161_denovo5","denovo390 103_denovo12","denovo353 166_denovo9","denovo146 101_denovo6","denovo28 172_denovo22","denovo52 126_denovo8","denovo131 103_denovo2","denovo665 126_denovo10","denovo653 184_denovo14","denovo31 127_denovo6","denovo509 161_denovo0","denovo328 185_denovo6","denovo890 101_denovo19","denovo219 125_denovo11","denovo774 101_denovo9","denovo628 127_denovo1","denovo904 176_denovo6","denovo208 173_denovo13","denovo798 176_denovo10","denovo826 114_denovo3","denovo57 184_denovo12","denovo797 101_denovo7","denovo621 103_denovo9","denovo517 161_denovo9","denovo149 101_denovo5","denovo44 126_denovo4","denovo179 173_denovo18","denovo486 126_denovo11","denovo896 116_denovo15","denovo618 103_denovo6","denovo233 185_denovo7","denovo483 161_denovo14","denovo237 185_denovo3","denovo745 127_denovo2","denovo144 101_denovo0"
"denovo274 185_denovo17",0.159255514317652,0.159255514317652,0.148522131446501,0.180578779628654,0.166998341953264,0.208514414057075,0.151619608715781,0.169943715464835,0.241209075662211,0.210182555953888,0,0.174077655955698,0.180578779628654,0.166998341953264,0.191741247211843,0.121942152169938,0.147441956154897,0.228985713372776,0.14256648712805,0.199276670324803,0.205293920683813,0.159255514317652,0.171184197004365,0.18394180184549,0.158967789576202,0.146910632062318,0.105999788000636,0.121267812518166,0.199276670324803,0.167332005306815,0.190002850064127,0.161917350720729,0.159255514317652,0.146910632062318,0.158967789576202,0.180252530437833,0.199276670324803,0.180578779628654,0.059868434008925,0.226041789302219,0.17025130615175,0.150187852296528,0.183254166534458,0.159255514317652,0.159255514317652,0.109326077561851,0.122398012272421,0.120168353625222,0.205293920683813,0.249292785004635
"denovo145 101_denovo1",0.0617802063215215,0.107006456250963,0.106600358177805,0.107006456250963,0.144337567297406,0.196116135138184,0.107211253483779,0.123091490979333,0.184987924793462,0.109326077561851,0.174077655955698,0,0.161917350720729,0,0.137881858284933,0.1625272110744,0.106802828176336,0.208103547817362,0.128300059819917,0.123091490979333,0.124034734589208,0.0617802063215215,0.122627867896993,0.140859042454753,0.0616626415978207,0.106600358177805,0.140859042454753,0.105999788000636,0.16314401485114,0.112272178284768,0.0870388279778489,0.109108945117996,0.0870388279778489,0.0872041440393895,0.0615457454896664,0.204511845762132,0.150470958772656,0.123325283195641,0.173748897105228,0.160717946423488,0.106802828176336,0.108678533400333,0.153392997769474,0.0616626415978207,0.0617802063215215,0.130188910980824,0.166336959782615,0.137620470640795,0.123091490979333,0.182069138710321
"denovo721 101_denovo21",0.17025130615175,0.19034674690672,0.191389750587738,0.19034674690672,0.19960119601395,0.152498570332605,0.195740073171568,0.199637352376173,0.255840859626733,0.2,0.180578779628654,0.161917350720729,0,0.166336959782615,0.209656967344384,0.161917350720729,0.180906806746658,0.252803825991796,0.154610421609022,0.216636580341913,0.214422506967559,0.17025130615175,0.201099916634961,0.212397697621437,0.17025130615175,0.169637785935994,0.150187852296528,0.120824418666035,0.225221308230725,0.190117275157343,0.18966081045272,0.19389168358237,0.17025130615175,0.190002850064127,0.17025130615175,0.208514414057075,0.17025130615175,0.19034674690672,0.17025130615175,0.180252530437833,0.190002850064127,0.18394180184549,0.211999576001272,0.17025130615175,0.180252530437833,0.14142135623731,0.162221421130763,0.134352303725115,0.196116135138184,0.236359729623533
"denovo284 101_denovo13",0.0632455532033676,0.105409255338946,0.0898026510133875,0.108465228909328,0.171814711835023,0.197385508487931,0.0922531208028885,0.105214593574784,0.212397697621437,0.115214305896385,0.166998341953264,0,0.166336959782615,0,0.142277598306118,0.156812512046795,0.0894427190999916,0.195740073171568,0.125491161027632,0.13583145623104,0.130744090092123,0.0609710760849692,0.109985336266015,0.124514561272938,0.105214593574784,0.105409255338946,0.124514561272938,0.109985336266015,0.161015297179883,0.105214593574784,0.086386842558136,0.0880450906325624,0.0607456739230787,0.0627455805138159,0.0607456739230787,0.192807471819925,0.125988157669742,0.12285902336679,0.160717946423488,0.166998341953264,0.0877058019307029,0.0875376219064817,0.151042008106777,0.0627455805138159,0.0616626415978207,0.136335470787303,0.163767894813506,0.187134858465542,0.112508790092602,0.161690416690889
"denovo43 126_denovo5",0.104828483672192,0.135085806739575,0.133869888150416,0.14824986333222,0.155230105141267,0.226679066544501,0.123325283195641,0.148522131446501,0.209656967344384,0.179244285979288,0.191741247211843,0.137881858284933,0.209656967344384,0.142277598306118,0,0.183254166534458,0.121491347846157,0.214012912501926,0.189736659610103,0.160128153805087,0.150470958772656,0.105021006302101,0.148522131446501,0.163455061873007,0.104828483672192,0.134839972492648,0.163455061873007,0.160422236979937,0.18190171877725,0.127775312999988,0.147979087100097,0.138144740998884,0.105021006302101,0.120604537831105,0.105021006302101,0.218618658048802,0.159255514317652,0.12104550653376,0.18190171877725,0.191741247211843,0.120385853085769,0.123560412643043,0.16314401485114,0.12104550653376,0.104257207028537,0.156173761888606,0.174740811332208,0.148522131446501,0.175411603861406,0.198866846404498
"denovo513 161_denovo5",0.136845137875993,0.136845137875993,0.121942152169938,0.161917350720729,0.157134840263677,0.188236741541448,0.123560412643043,0.161314304488826,0.220244097960802,0.178885438199983,0.121942152169938,0.1625272110744,0.161917350720729,0.156812512046795,0.183254166534458,0,0.122169444356305,0.215248801000253,0.128300059819917,0.171814711835023,0.163767894813506,0.136845137875993,0.161314304488826,0.165037432377031,0.149348025476585,0.121942152169938,0.062257280636469,0.086386842558136,0.183254166534458,0.157459164324443,0.182913228254908,0.139211511597426,0.149626400416145,0.122169444356305,0.149348025476585,0.161917350720729,0.192807471819925,0.172773685116272,0.105409255338946,0.211210003142629,0.161314304488826,0.139211511597426,0.164082530828473,0.136589591177038,0.136845137875993,0.0642824346533225,0.0878749550327494,0.0862261227118454,0.194994393991758,0.224859506698758
"denovo390 103_denovo12",0.0603022689155527,0.0603022689155527,0,0.104446593573419,0.126491106406735,0.217786202592188,0,0.104257207028537,0.191389750587738,0.142277598306118,0.147441956154897,0.106802828176336,0.180906806746658,0.0894427190999916,0.121491347846157,0.122169444356305,0,0.173421993904824,0.156173761888606,0.147175574806061,0.12427395320024,0.0603022689155527,0.105021006302101,0.106399035319786,0.0851256530758749,0.104446593573419,0.106399035319786,0.121491347846157,0.134839972492648,0.0896221429896442,0.134595475514541,0.0614295116833951,0.0851256530758749,0,0.0851256530758749,0.180578779628654,0.147441956154897,0.0854357657716761,0.134352303725115,0.171184197004365,0.0851256530758749,0.0613139339484966,0.105999788000636,0.0603022689155527,0.0603022689155527,0.10976425998969,0.122627867896993,0.120385853085769,0.152203886829552,0.184114923579665
"denovo353 166_denovo9",0.18394180184549,0.177704663327728,0.174408288078779,0.201470608040128,0.239731650742692,0.286299167156934,0.178528737070981,0.186663348236639,0.222812454927731,0.233713176221401,0.228985713372776,0.208103547817362,0.252803825991796,0.195740073171568,0.214012912501926,0.215248801000253,0.173421993904824,0,0.243046764960585,0.212828962426139,0.219089023002066,0.177704663327728,0.204124145231932,0.178017248729078,0.196116135138184,0.196459897251501,0.196805473415241,0.214422506967559,0.14484136487558,0.196116135138184,0.214327776454004,0.15699645640569,0.186989398001691,0.172132593164774,0.186663348236639,0.156720781993876,0.228558101956919,0.198206241793023,0.212828962426139,0.230283093235919,0.19034674690672,0.177393718796725,0.166956774225936,0.182913228254908,0.179605302026775,0.215248801000253,0.186989398001691,0.242535625036333,0.236171320084126,0.278174320132093
"denovo146 101_denovo6",0.142277598306118,0.155542754209564,0.153998100701804,0.179968508266339,0.154919333848297,0.185296421844832,0.158444319905954,0.168345124585359,0.238075958348003,0.175992759303994,0.14256648712805,0.128300059819917,0.154610421609022,0.125491161027632,0.189736659610103,0.128300059819917,0.156173761888606,0.243046764960585,0,0.190500190500286,0.18372608486985,0.14256648712805,0.168345124585359,0.184114923579665,0.141990458561766,0.126491106406735,0.0920574617898323,0.0633724250524478,0.201619459636378,0.156173761888606,0.154919333848297,0.15944820103582,0.142277598306118,0.141705050316284,0.142277598306118,0.180333926933486,0.179244285979288,0.168345124585359,0.142277598306118,0.189358320929341,0.154919333848297,0.145248223443532,0.194461117065649,0.142277598306118,0.141705050316284,0.0901669634667432,0.129913960492326,0.109985336266015,0.172223740956793,0.242535625036333
"denovo28 172_denovo22",0.120385853085769,0.142614806562459,0.147979087100097,0.146124307243045,0.191389750587738,0.217357066800666,0.138144740998884,0.153522062157279,0.233682495134794,0.155542754209564,0.199276670324803,0.123091490979333,0.216636580341913,0.13583145623104,0.160128153805087,0.171814711835023,0.147175574806061,0.212828962426139,0.190500190500286,0,0.123796892118035,0.116444501947916,0.15983568204714,0.15699645640569,0.129749824026921,0.142373699362875,0.15699645640569,0.160717946423488,0.192774900239015,0.136082763487954,0.154303349962092,0.132686223108569,0.116247638743819,0.133392632128052,0.116051770637132,0.217847715431317,0.169637785935994,0.143591631723548,0.192450089729875,0.209274031924547,0.155902391115581,0.118262479197817,0.166666666666667,0.11973686801785,0.117444043902941,0.172452245423691,0.177393718796725,0.206284249251759,0.163767894813506,0.183083459309206
"denovo52 126_denovo8",0.107211253483779,0.138144740998884,0.12285902336679,0.0875376219064817,0.159111456835146,0.217786202592188,0.137620470640795,0.15191090506255,0.214422506967559,0.167667676667856,0.205293920683813,0.124034734589208,0.214422506967559,0.130744090092123,0.150470958772656,0.163767894813506,0.12427395320024,0.219089023002066,0.18372608486985,0.123796892118035,0,0.107417231105915,0.15191090506255,0.154919333848297,0.123560412643043,0.150755672288882,0.178528737070981,0.152203886829552,0.186052101883813,0.131024356416084,0.137881858284933,0.154610421609022,0.107417231105915,0.137620470640795,0.107417231105915,0.223606797749979,0.16314401485114,0.0877058019307029,0.195740073171568,0.196116135138184,0.123091490979333,0.126491106406735,0.166998341953264,0.107417231105915,0.106600358177805,0.172589785452538,0.189358320929341,0.163767894813506,0.15191090506255,0.198866846404498
"denovo131 103_denovo2",0,0.0823386969592618,0.0606339062590832,0.0843649081219196,0.149348025476585,0.198810693121886,0.0620173672946042,0.100843896817922,0.194423988451074,0.127000127000191,0.159255514317652,0.0617802063215215,0.17025130615175,0.0609710760849692,0.105021006302101,0.136845137875993,0.0603022689155527,0.177704663327728,0.14256648712805,0.116444501947916,0.107417231105915,0,0.105021006302101,0.118678165819385,0.0582222509739582,0.0824786098842323,0.118678165819385,0.105214593574784,0.154041596847482,0.0610847221781526,0.101360606759923,0.0839181358296689,0,0.0597614304667197,0,0.184114923579665,0.120385853085769,0.0588235294117647,0.142614806562459,0.160422236979937,0.0592348877759092,0.0592348877759092,0.118262479197817,0,0,0.121942152169938,0.132453235706504,0.157832290829443,0.12427395320024,0.150755672288882
"denovo665 126_denovo10",0.105021006302101,0.105021006302101,0.104828483672192,0.13558153613666,0.154919333848297,0.234311674451602,0.107211253483779,0.120824418666035,0.200731263865498,0.168005376258062,0.171184197004365,0.122627867896993,0.201099916634961,0.109985336266015,0.148522131446501,0.161314304488826,0.105021006302101,0.204124145231932,0.168345124585359,0.15983568204714,0.15191090506255,0.105021006302101,0,0.138144740998884,0.104828483672192,0.135332990490192,0.138144740998884,0.148795905193033,0.160128153805087,0.127000127000191,0.14824986333222,0.107006456250963,0.120824418666035,0.0857492925712544,0.104637015962273,0.201099916634961,0.170560573084488,0.13558153613666,0.170871531543352,0.2,0.135332990490192,0.106600358177805,0.150470958772656,0.105021006302101,0.105021006302101,0.14256648712805,0.16314401485114,0.160128153805087,0.151042008106777,0.197752737658412
"denovo653 184_denovo14",0.122627867896993,0.118678165819385,0.107006456250963,0.149071198499986,0.186771841909407,0.231296222162904,0.0894427190999916,0.118678165819385,0.223606797749979,0.171498585142509,0.18394180184549,0.140859042454753,0.212397697621437,0.124514561272938,0.163455061873007,0.165037432377031,0.106399035319786,0.178017248729078,0.184114923579665,0.15699645640569,0.154919333848297,0.118678165819385,0.138144740998884,0,0.132686223108569,0.145607051434887,0.145350474933453,0.163767894813506,0.178017248729078,0.124756572310361,0.157832290829443,0.0839181358296689,0.118678165819385,0.105605001571314,0.118678165819385,0.1876466562602,0.173421993904824,0.134110445196455,0.167836271659338,0.20490176383923,0.135085806739575,0.10277830647413,0.132686223108569,0.122169444356305,0.119952028780813,0.164717281867254,0.132686223108569,0.201843356939833,0.167667676667856,0.2053501270971
"denovo31 127_denovo6",0,0.100335009313598,0.0854357657716761,0.103142124625879,0.170871531543352,0.198418947533136,0.0872041440393895,0.116247638743819,0.203069233026724,0.126744850104896,0.158967789576202,0.0616626415978207,0.17025130615175,0.105214593574784,0.104828483672192,0.149348025476585,0.0851256530758749,0.196116135138184,0.141990458561766,0.129749824026921,0.123560412643043,0.0582222509739582,0.104828483672192,0.132686223108569,0,0.100673408282104,0.132453235706504,0.105214593574784,0.164677393918524,0.0859073559175116,0.116444501947916,0.102597835208515,0.0581238193719096,0.0595491334175414,0.0581238193719096,0.193101360930524,0.119952028780813,0.11724207635211,0.164121987972444,0.171184197004365,0.0834783871129682,0.0833333333333333,0.144087631928422,0,0,0.136082763487954,0.155632430062623,0.168132540683679,0.123796892118035,0.150329205600566
"denovo509 161_denovo0",0.0849718577324175,0.116247638743819,0.104446593573419,0.133155910322827,0.160422236979937,0.188236741541448,0.106600358177805,0.130188910980824,0.218589958520217,0.154919333848297,0.146910632062318,0.106600358177805,0.169637785935994,0.105409255338946,0.134839972492648,0.121942152169938,0.104446593573419,0.196459897251501,0.126491106406735,0.142373699362875,0.150755672288882,0.0824786098842323,0.135332990490192,0.145607051434887,0.100673408282104,0,0.10277830647413,0.0857492925712544,0.174666752921875,0.10580184237879,0.130188910980824,0.118678165819385,0.0824786098842323,0.10277830647413,0.0823386969592618,0.174963553055941,0.146647115021353,0.11724207635211,0.129968811227509,0.181236627999053,0.102062072615966,0.10277830647413,0.14484136487558,0.0846667513334603,0.0827605888602368,0.105605001571314,0.118469775551818,0.145607051434887,0.151619608715781,0.197752737658412
"denovo328 185_denovo6",0.122627867896993,0.118678165819385,0.107006456250963,0.149071198499986,0.164717281867254,0.181443684650606,0.109326077561851,0.118678165819385,0.223606797749979,0.182955741498539,0.105999788000636,0.140859042454753,0.150187852296528,0.124514561272938,0.163455061873007,0.062257280636469,0.106399035319786,0.196805473415241,0.0920574617898323,0.15699645640569,0.178528737070981,0.118678165819385,0.138144740998884,0.145350474933453,0.132453235706504,0.10277830647413,0,0.0618984460590173,0.178017248729078,0.124756572310361,0.15755219781222,0.118469775551818,0.118678165819385,0.105409255338946,0.118678165819385,0.145350474933453,0.173421993904824,0.134110445196455,0.0837707816583391,0.20490176383923,0.135085806739575,0.10277830647413,0.132686223108569,0.122169444356305,0.119952028780813,0.06213697660012,0.0592348877759092,0.13583145623104,0.178885438199983,0.219528519979381
"denovo890 101_denovo19",0.105214593574784,0.13583145623104,0.121267812518166,0.134839972492648,0.127775312999988,0.153392997769474,0.12427395320024,0.148795905193033,0.201470608040128,0.155230105141267,0.121267812518166,0.105999788000636,0.120824418666035,0.109985336266015,0.160422236979937,0.086386842558136,0.121491347846157,0.214422506967559,0.0633724250524478,0.160717946423488,0.152203886829552,0.105214593574784,0.148795905193033,0.163767894813506,0.105214593574784,0.0857492925712544,0.0618984460590173,0,0.182237021769236,0.128036879932896,0.13583145623104,0.138409133089567,0.105214593574784,0.121267812518166,0.105214593574784,0.160422236979937,0.160717946423488,0.13583145623104,0.105021006302101,0.180906806746658,0.121491347846157,0.123796892118035,0.163455061873007,0.105021006302101,0.105214593574784,0,0.0875376219064817,0,0.152203886829552,0.211999576001272
"denovo219 125_denovo11",0.147441956154897,0.154041596847482,0.13558153613666,0.168729816243839,0.210818510677892,0.251477845384773,0.138675049056307,0.164398987305357,0.218963936481449,0.200804832225625,0.199276670324803,0.16314401485114,0.225221308230725,0.161015297179883,0.18190171877725,0.183254166534458,0.134839972492648,0.14484136487558,0.201619459636378,0.192774900239015,0.186052101883813,0.154041596847482,0.160128153805087,0.178017248729078,0.164677393918524,0.174666752921875,0.178017248729078,0.182237021769236,0,0.161314304488826,0.185058302549401,0.15699645640569,0.154041596847482,0.133630620956212,0.153781171307311,0.174666752921875,0.190002850064127,0.16609095970748,0.192774900239015,0.218217890235992,0.156720781993876,0.145095250022002,0.177084400830287,0.146647115021353,0.144087631928422,0.192807471819925,0.187317162316339,0.215089156388065,0.196116135138184,0.237691344270764
"denovo774 101_denovo9",0.0633724250524478,0.0859073559175116,0.0901669634667432,0.108678533400333,0.171498585142509,0.209426954145848,0.0924500327042049,0.105409255338946,0.212798070639573,0.150414209399047,0.167332005306815,0.112272178284768,0.190117275157343,0.105214593574784,0.127775312999988,0.157459164324443,0.0896221429896442,0.196116135138184,0.156173761888606,0.136082763487954,0.131024356416084,0.0610847221781526,0.127000127000191,0.124756572310361,0.0859073559175116,0.10580184237879,0.124756572310361,0.128036879932896,0.161314304488826,0,0.122627867896993,0.0882162182782462,0.0608580619450185,0.0628694613461931,0.0608580619450185,0.193166852321564,0.125988157669742,0.106802828176336,0.161015297179883,0.179968508266339,0.0878749550327494,0.0606339062590832,0.137360563948689,0.0629940788348712,0.0617802063215215,0.136589591177038,0.191741247211843,0.187867287325545,0.145864991497895,0.162221421130763
"denovo628 127_denovo1",0.104068846970394,0.130632486068291,0.134839972492648,0.119098266835083,0.172452245423691,0.207695100813574,0.137620470640795,0.143100718725165,0.219339840511793,0.14142135623731,0.190002850064127,0.0870388279778489,0.18966081045272,0.086386842558136,0.147979087100097,0.182913228254908,0.134595475514541,0.214327776454004,0.154919333848297,0.154303349962092,0.137881858284933,0.101360606759923,0.14824986333222,0.157832290829443,0.116444501947916,0.130188910980824,0.15755219781222,0.13583145623104,0.185058302549401,0.122627867896993,0,0.133155910322827,0.101187488603233,0.118887659655553,0.101187488603233,0.210998928777389,0.158681618705847,0.08304547985374,0.184427778390829,0.181236627999053,0.131761569173682,0.118887659655553,0.167836271659338,0.103695169473043,0.101534616513362,0.161917350720729,0.178017248729078,0.197152879640471,0.107006456250963,0.198307444884526
